condition,run,model,triples_seen_in_training,frequency
50L_50NL,1,50L_50NL_1_4,"('d', 'd', 'd')",5
50L_50NL,1,50L_50NL_1_4,"('d', 'd', 'd')",5
50L_50NL,1,50L_50NL_1_4,"('d', 'd', 'd')",5
50L_50NL,1,50L_50NL_1_4,"('d', 'd', 'd')",5
50L_50NL,1,50L_50NL_1_4,"('d', 'd', 'd')",5
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', nan, 'k')",64
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', nan, 'k')",64
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', nan, 'k')",64
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', nan, 'k')",64
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', nan, 'k')",64
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"(nan, 'k', 'k')",50
50L_50NL,1,50L_50NL_1_4,"(nan, 'k', 'k')",50
50L_50NL,1,50L_50NL_1_4,"(nan, 'k', 'k')",50
50L_50NL,1,50L_50NL_1_4,"(nan, 'k', 'k')",50
50L_50NL,1,50L_50NL_1_4,"(nan, 'k', 'k')",50
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', nan, 'k')",64
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', nan, 'k')",64
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', nan, 'k')",64
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', nan, 'k')",64
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', nan, 'k')",64
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"(nan, 'k', 'k')",50
50L_50NL,1,50L_50NL_1_4,"(nan, 'k', 'k')",50
50L_50NL,1,50L_50NL_1_4,"(nan, 'k', 'k')",50
50L_50NL,1,50L_50NL_1_4,"(nan, 'k', 'k')",50
50L_50NL,1,50L_50NL_1_4,"(nan, 'k', 'k')",50
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', nan, 'k')",64
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', nan, 'k')",64
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', nan, 'k')",64
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', nan, 'k')",64
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', 'k', 'k')",506
50L_50NL,1,50L_50NL_1_4,"('k', nan, 'k')",64
