condition,run,model,triples_seen_in_training,frequency
10L_90NL,2,10L_90NL_2_2,"('s', 's', 's')",101
10L_90NL,2,10L_90NL_2_2,"('s', 's', 's')",101
10L_90NL,2,10L_90NL_2_2,"('s', 's', 's')",101
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 's', 's')",101
10L_90NL,2,10L_90NL_2_2,"('s', 's', 's')",101
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 's', 's')",101
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('s', 's', 's')",101
10L_90NL,2,10L_90NL_2_2,"('s', 's', 's')",101
10L_90NL,2,10L_90NL_2_2,"('s', 's', 's')",101
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 's', 's')",101
10L_90NL,2,10L_90NL_2_2,"('s', 's', 's')",101
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 's', 's')",101
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('s', 'sk', 's')",335
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
10L_90NL,2,10L_90NL_2_2,"('sk', 'sk', 's')",311
