condition,run,model,triples_seen_in_training,frequency
10L_90NL,2,10L_90NL_2_4,"('s', 's', 's')",34
10L_90NL,2,10L_90NL_2_4,"('s', 's', 's')",34
10L_90NL,2,10L_90NL_2_4,"('s', 's', 's')",34
10L_90NL,2,10L_90NL_2_4,"('s', 's', 'sk')",19
10L_90NL,2,10L_90NL_2_4,"('s', 's', 'sk')",19
10L_90NL,2,10L_90NL_2_4,"('s', 's', 'sk')",19
10L_90NL,2,10L_90NL_2_4,"('s', 's', 'sk')",19
10L_90NL,2,10L_90NL_2_4,"('s', 's', 'sk')",19
10L_90NL,2,10L_90NL_2_4,"('s', 's', 'sk')",19
10L_90NL,2,10L_90NL_2_4,"('s', 's', 'sk')",19
10L_90NL,2,10L_90NL_2_4,"('nç', 'nç', 'nç')",12
10L_90NL,2,10L_90NL_2_4,"('nç', 'nç', 'nç')",12
10L_90NL,2,10L_90NL_2_4,"('nç', 'nç', 'nç')",12
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nç', 'nç')",12
10L_90NL,2,10L_90NL_2_4,"('nç', 'nç', 'nç')",12
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nç', 'nç')",12
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nx', 'nx', 'nç')",105
10L_90NL,2,10L_90NL_2_4,"('nx', 'nx', 'nç')",105
10L_90NL,2,10L_90NL_2_4,"('nx', 'nx', 'nç')",105
10L_90NL,2,10L_90NL_2_4,"('nx', 'nx', 'nç')",105
10L_90NL,2,10L_90NL_2_4,"('nx', 'nx', 'nç')",105
10L_90NL,2,10L_90NL_2_4,"('nx', 'nx', 'nç')",105
10L_90NL,2,10L_90NL_2_4,"('nx', 'nx', 'nç')",105
10L_90NL,2,10L_90NL_2_4,"('nx', 'nx', 'nç')",105
10L_90NL,2,10L_90NL_2_4,"('nx', 'nx', 'nç')",105
10L_90NL,2,10L_90NL_2_4,"('nx', 'nx', 'nç')",105
10L_90NL,2,10L_90NL_2_4,"('nx', 'nx', 'nç')",105
10L_90NL,2,10L_90NL_2_4,"('nx', 'nx', 'nç')",105
10L_90NL,2,10L_90NL_2_4,"('nx', 'nx', 'nç')",105
10L_90NL,2,10L_90NL_2_4,"('nx', 'nx', 'nç')",105
10L_90NL,2,10L_90NL_2_4,"('nx', 'nx', 'nç')",105
10L_90NL,2,10L_90NL_2_4,"('nx', 'nx', 'nç')",105
10L_90NL,2,10L_90NL_2_4,"('nx', 'nx', 'nç')",105
10L_90NL,2,10L_90NL_2_4,"('nx', 'nx', 'nç')",105
10L_90NL,2,10L_90NL_2_4,"('nx', 'nx', 'nç')",105
10L_90NL,2,10L_90NL_2_4,"('nx', 'nx', 'nç')",105
10L_90NL,2,10L_90NL_2_4,"('nx', 'nx', 'nç')",105
10L_90NL,2,10L_90NL_2_4,"('nç', 'nç', 'nç')",12
10L_90NL,2,10L_90NL_2_4,"('nç', 'nç', 'nç')",12
10L_90NL,2,10L_90NL_2_4,"('nç', 'nç', 'nç')",12
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nç', 'nç')",12
10L_90NL,2,10L_90NL_2_4,"('nç', 'nç', 'nç')",12
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nç', 'nç')",12
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
10L_90NL,2,10L_90NL_2_4,"('nç', 'nx', 'nç')",140
