condition,run,model,triples_seen_in_training,frequency
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
10L_90NL,2,10L_90NL_2_3,"('b', 'b', 'b')",851
