condition,run,model,triples_seen_in_training,frequency
10L_90NL,1,10L_90NL_1_1,"('ɲ', 'ɲ', 'ɲ')",778
10L_90NL,1,10L_90NL_1_1,"('ɲ', 'ɲ', 'ɲ')",778
10L_90NL,1,10L_90NL_1_1,"('ɲ', 'ɲ', 'ɲ')",778
10L_90NL,1,10L_90NL_1_1,"('ɲ', 'ɲ', 'ɲ')",778
10L_90NL,1,10L_90NL_1_1,"('ɲ', 'ɲ', 'ɲ')",778
10L_90NL,1,10L_90NL_1_1,"('ɲ', 'ɲ', 'ɲ')",778
10L_90NL,1,10L_90NL_1_1,"('ɲ', 'ɲ', 'ɲ')",778
10L_90NL,1,10L_90NL_1_1,"('ɲ', 'ɲ', 'ɲ')",778
10L_90NL,1,10L_90NL_1_1,"('ɲ', 'ɲ', 'ɲ')",778
10L_90NL,1,10L_90NL_1_1,"('ɲ', 'ɲ', 'ɲ')",778
10L_90NL,1,10L_90NL_1_1,"('ɲ', 'ɲ', 'ɲ')",778
10L_90NL,1,10L_90NL_1_1,"('ɲ', 'ɲ', 'ɲ')",778
10L_90NL,1,10L_90NL_1_1,"('ɲ', 'ɲ', 'ɲ')",778
10L_90NL,1,10L_90NL_1_1,"('ɲ', 'ɲ', 'ɲ')",778
10L_90NL,1,10L_90NL_1_1,"('ɲ', 'ɲ', 'ɲ')",778
10L_90NL,1,10L_90NL_1_1,"('ɲ', 'ɲ', 'ɲ')",778
10L_90NL,1,10L_90NL_1_1,"('ɲ', 'ɲ', 'ɲ')",778
10L_90NL,1,10L_90NL_1_1,"('ɲ', 'ɲ', 'ɲ')",778
10L_90NL,1,10L_90NL_1_1,"('ɲ', 'ɲ', 'ɲ')",778
10L_90NL,1,10L_90NL_1_1,"('ɲ', 'ɲ', 'ɲ')",778
10L_90NL,1,10L_90NL_1_1,"('ɲ', 'ɲ', 'ɲ')",778
10L_90NL,1,10L_90NL_1_1,"('ɲ', 'ɲ', 'ɲ')",778
10L_90NL,1,10L_90NL_1_1,"('ɲ', 'ɲ', 'ɲ')",778
10L_90NL,1,10L_90NL_1_1,"('ɲ', 'ɲ', 'ɲ')",778
