condition,run,model,triples_seen_in_training,frequency
90L_10NL,2,90L_10NL_2_4,"('s', 's', 's')",836
90L_10NL,2,90L_10NL_2_4,"('s', 's', 's')",836
90L_10NL,2,90L_10NL_2_4,"('s', 's', 's')",836
90L_10NL,2,90L_10NL_2_4,"('s', 's', 's')",836
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ɾs', 'ɾs', 'ɾs')",394
90L_10NL,2,90L_10NL_2_4,"('ç', 'ç', 'ç')",69
90L_10NL,2,90L_10NL_2_4,"('ç', 'ç', 'ç')",69
90L_10NL,2,90L_10NL_2_4,"('ç', 'ç', 'ç')",69
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'ç', 'ç')",69
90L_10NL,2,90L_10NL_2_4,"('ç', 'ç', 'ç')",69
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'ç', 'ç')",69
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357
