condition,run,model,triples_seen_in_training,frequency
90L_10NL,3,90L_10NL_3_4,"('nɡ', 'n', 'nɡ')",446
90L_10NL,3,90L_10NL_3_4,"('nɡ', 'n', 'nɡ')",446
90L_10NL,3,90L_10NL_3_4,"('nɡ', 'n', 'nɡ')",446
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 'sk')",1124
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 'sk')",1993
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 'sk')",1993
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 'sk')",1993
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 'sk')",1993
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 'sk')",1993
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 's')",1993
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 's')",1993
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 's')",1993
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 's')",1993
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 's')",1993
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 'sk')",1993
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 'sk')",1993
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 'sk')",1993
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 'sk')",1993
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 'sk')",1993
90L_10NL,3,90L_10NL_3_4,"('sk', 'sk', 'sk')",1993
90L_10NL,3,90L_10NL_3_4,"('ɾx', 'ɾx', 'ɾç')",5
90L_10NL,3,90L_10NL_3_4,"('ɾx', 'ɾx', 'ɾç')",5
90L_10NL,3,90L_10NL_3_4,"('ɾx', 'ɾx', 'ɾç')",5
90L_10NL,3,90L_10NL_3_4,"('ɾx', 'ɾx', 'ɾç')",5
90L_10NL,3,90L_10NL_3_4,"('ɾx', 'ɾx', 'ɾç')",5
90L_10NL,3,90L_10NL_3_4,"('ɾx', 'ɾx', 'ɾx')",6
90L_10NL,3,90L_10NL_3_4,"('ɾx', 'ɾx', 'ɾx')",6
90L_10NL,3,90L_10NL_3_4,"('ɾx', 'ɾx', 'ɾx')",6
90L_10NL,3,90L_10NL_3_4,"('ɾx', 'ɾx', 'ɾx')",6
90L_10NL,3,90L_10NL_3_4,"('ɾx', 'ɾx', 'ɾx')",6
90L_10NL,3,90L_10NL_3_4,"('ɾx', 'ɾx', 'ɾx')",6
90L_10NL,3,90L_10NL_3_4,"('s', 's', 's')",180
90L_10NL,3,90L_10NL_3_4,"('s', 's', 's')",180
90L_10NL,3,90L_10NL_3_4,"('s', 's', 's')",180
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548
90L_10NL,3,90L_10NL_3_4,"('s', 's', 's')",180
90L_10NL,3,90L_10NL_3_4,"('s', 's', 's')",180
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548
90L_10NL,3,90L_10NL_3_4,"('s', 's', 's')",180
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548
90L_10NL,3,90L_10NL_3_4,"('s', 'sk', 's')",548
