condition,run,model,triples_seen_in_training,test_frequency,training_frequency
90L_10NL,2,90L_10NL_2_4,"('ç', 'ç', 'ç')",69,117
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'ç', 'ç')",69,117
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('ç', 'ç', 'ç')",69,117
90L_10NL,2,90L_10NL_2_4,"('ç', 'ç', 'ç')",69,117
90L_10NL,2,90L_10NL_2_4,"('ç', 'ç', 'ç')",69,117
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'ç', 'ç')",69,117
90L_10NL,2,90L_10NL_2_4,"('ç', 'ç', 'ç')",69,117
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'ç', 'ç')",69,117
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('ç', 'x', 'ç')",465,601
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('x', 'x', 'ç')",357,452
90L_10NL,2,90L_10NL_2_4,"('n', 'n', 'nɡ')",335,606
90L_10NL,2,90L_10NL_2_4,"('n', 'n', 'nɡ')",335,606
90L_10NL,2,90L_10NL_2_4,"('nɡ', 'nɡ', 'nɡ')",550,918
90L_10NL,2,90L_10NL_2_4,"('nɡ', 'nɡ', 'nɡ')",550,918
90L_10NL,2,90L_10NL_2_4,"('nɡ', 'n', 'nɡ')",294,840
90L_10NL,2,90L_10NL_2_4,"('nɡ', 'nɡ', 'nɡ')",550,918
90L_10NL,2,90L_10NL_2_4,"('nɡ', 'nɡ', 'nɡ')",550,918
90L_10NL,2,90L_10NL_2_4,"('nɡ', 'nɡ', 'nɡ')",550,918
90L_10NL,2,90L_10NL_2_4,"('nɡ', 'nɡ', 'nɡ')",550,918
90L_10NL,2,90L_10NL_2_4,"('nɡ', 'n', 'nɡ')",294,840
90L_10NL,2,90L_10NL_2_4,"('nɡ', 'n', 'nɡ')",294,840
90L_10NL,2,90L_10NL_2_4,"('nɡ', 'n', 'nɡ')",294,840
90L_10NL,2,90L_10NL_2_4,"('n', 'n', 'nɡ')",335,606
90L_10NL,2,90L_10NL_2_4,"('n', 'n', 'nɡ')",335,606
90L_10NL,2,90L_10NL_2_4,"('n', 'n', 'nɡ')",335,606
90L_10NL,2,90L_10NL_2_4,"('nɡ', 'nɡ', 'nɡ')",550,918
90L_10NL,2,90L_10NL_2_4,"('nɡ', 'nɡ', 'nɡ')",550,918
90L_10NL,2,90L_10NL_2_4,"('n', 'n', 'nɡ')",335,606
90L_10NL,2,90L_10NL_2_4,"('nɡ', 'nɡ', 'nɡ')",550,918
90L_10NL,2,90L_10NL_2_4,"('nɡ', 'nɡ', 'nɡ')",550,918
90L_10NL,2,90L_10NL_2_4,"('n', 'n', 'nɡ')",335,606
90L_10NL,2,90L_10NL_2_4,"('nɡ', 'nɡ', 'nɡ')",550,918
90L_10NL,2,90L_10NL_2_4,"('nɡ', 'nɡ', 'nɡ')",550,918
90L_10NL,2,90L_10NL_2_4,"('nɡ', 'nɡ', 'nɡ')",550,918
90L_10NL,2,90L_10NL_2_4,"('nɡ', 'nɡ', 'nɡ')",550,918
90L_10NL,2,90L_10NL_2_4,"('nɡ', 'n', 'nɡ')",294,840
90L_10NL,2,90L_10NL_2_4,"('nɡ', 'n', 'nɡ')",294,840
90L_10NL,2,90L_10NL_2_4,"('nɡ', 'n', 'nɡ')",294,840
90L_10NL,2,90L_10NL_2_4,"('n', 'n', 'nɡ')",335,606
90L_10NL,2,90L_10NL_2_4,"('nç', 'nç', 'nç')",14,39
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nç')",69,196
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nç')",69,196
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nç', 'nç', 'nç')",14,39
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nç')",69,196
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nç')",69,196
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nç', 'nç', 'nç')",14,39
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nç')",69,196
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nç')",69,196
90L_10NL,2,90L_10NL_2_4,"('nç', 'nç', 'nç')",14,39
90L_10NL,2,90L_10NL_2_4,"('nç', 'nç', 'nç')",14,39
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nç', 'nç', 'nç')",14,39
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nç', 'nç', 'nç')",14,39
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nç')",69,196
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nç')",69,196
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nç')",69,196
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nç')",69,196
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nç')",69,196
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nç')",69,196
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nç')",69,196
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nç')",69,196
90L_10NL,2,90L_10NL_2_4,"('nç', 'nç', 'nç')",14,39
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nç')",68,226
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nç')",69,196
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nç')",69,196
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nç')",69,196
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nç')",69,196
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nç')",69,196
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nç')",69,196
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nç')",69,196
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nx')",28,179
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nx')",28,179
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nx')",28,179
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nx')",28,179
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nç', 'nx')",8,116
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nx')",28,179
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nx')",28,179
90L_10NL,2,90L_10NL_2_4,"('nç', 'nç', 'nx')",8,116
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nç', 'nx')",8,116
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nx')",28,179
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nx')",28,179
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nç', 'nx')",8,116
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nç', 'nx')",8,116
90L_10NL,2,90L_10NL_2_4,"('nç', 'nç', 'nx')",8,116
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nç', 'nx')",8,116
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nx')",28,179
90L_10NL,2,90L_10NL_2_4,"('nx', 'nx', 'nx')",28,179
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
90L_10NL,2,90L_10NL_2_4,"('nç', 'nç', 'nx')",8,116
90L_10NL,2,90L_10NL_2_4,"('nç', 'nx', 'nx')",51,356
